LOCATION,MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
New Delhi,2015,Maruti,Ertiga ZDI,Manual,"57,933 km",Diesel,2nd Owner,"₹5,47,799"
New Delhi,2019,Hyundai,Creta 1.6 E + VTVT,Manual,"12,883 km",Petrol,1st Owner,"₹9,16,899"
New Delhi,2020,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"12,972 km",Diesel,1st Owner,"₹9,53,799"
New Delhi,2018,Hyundai,Creta 1.6 E + VTVT,Manual,"17,090 km",Petrol,2nd Owner,"₹7,77,499"
New Delhi,2017,Maruti,Vitara Brezza VDI OPT,Manual,"42,723 km",Diesel,1st Owner,"₹7,46,299"
New Delhi,2018,Maruti,Vitara Brezza ZDI + AMT,Automatic,"15,077 km",Diesel,1st Owner,"₹9,51,999"
New Delhi,2015,Hyundai,Creta 1.4 S CRDI,,"61,207 km",Diesel,2nd Owner,"₹6,38,999"
New Delhi,2014,Ford,Ecosport 1.5 TREND TDCI,Manual,"87,448 km",Diesel,2nd Owner,"₹3,94,299"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"37,057 km",Diesel,1st Owner,"₹7,40,199"
New Delhi,2017,Honda,WR-V 1.5 i-DTEC S MT,Manual,"79,597 km",Diesel,1st Owner,"₹5,61,099"
New Delhi,2016,Mahindra,NUVOSPORT N6 mHAWK,Manual,"1,00,131 km",Diesel,1st Owner,"₹4,16,799"
New Delhi,2018,Hyundai,Creta 1.6 SX AT CRDI,,"44,510 km",Diesel,1st Owner,"₹11,93,799"
New Delhi,2018,Maruti,S Cross ZETA 1.3 SHVS,,"57,069 km",Diesel,1st Owner,"₹7,02,899"
New Delhi,2014,Mahindra,Scorpio VLX 2WD AIRBAG BS IV,Manual,"80,176 km",Diesel,1st Owner,"₹6,18,699"
New Delhi,2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"54,815 km",Diesel,1st Owner,"₹11,25,599"
New Delhi,2018,Maruti,Eeco 7 STR,Manual,"44,983 km",Petrol + CNG,1st Owner,"₹3,01,799"
New Delhi,2017,Maruti,Vitara Brezza VDI OPT,Manual,"87,627 km",Diesel,1st Owner,"₹6,20,999"
New Delhi,2014,Mahindra,Scorpio S10,Manual,"55,264 km",Diesel,1st Owner,"₹9,20,199"
New Delhi,2013,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"48,631 km",Petrol + CNG,1st Owner,"₹2,05,999"
New Delhi,2008,Honda,CRV 2.4 MT,Manual,"62,677 km",Petrol,2nd Owner,"₹3,50,000"
New Delhi,2015,Mitsubishi,Pajero Sport 2.5 AT 4X2,Automatic,"57,598 km",Diesel,1st Owner,"₹13,00,000"
New Delhi,2014,Ssangyong,Rexton RX7,Manual,"66,427 km",Diesel,2nd Owner,"₹6,52,629"
New Delhi,2016,Maruti,Vitara Brezza VDI,Manual,"29,262 km",Diesel,1st Owner,"₹6,74,399"
New Delhi,2020,Hyundai,Creta SX PETROL MT,Manual,"10,671 km",Petrol,1st Owner,"₹14,99,499"
New Delhi,2013,Maruti,Ertiga VDI ABS,Manual,"51,981 km",Diesel,1st Owner,"₹4,75,499"
New Delhi,2017,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"30,471 km",Petrol,2nd Owner,"₹6,36,099"
New Delhi,2017,Maruti,Vitara Brezza VDI OPT,Manual,"34,539 km",Diesel,1st Owner,"₹6,70,399"
New Delhi,2014,Mahindra,Thar CRDE 4X4 BS IV,Manual,"46,489 km",Diesel,1st Owner,"₹6,07,499"
New Delhi,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"1,278 km",Petrol,1st Owner,"₹9,14,957"
New Delhi,2019,Maruti,Ertiga VXI SMART HYBRID,Manual,"20,173 km",Petrol,1st Owner,"₹8,16,799"
New Delhi,2014,Maruti,Ertiga VDI ABS,Manual,"63,420 km",Diesel,1st Owner,"₹5,08,799"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"24,974 km",Diesel,1st Owner,"₹8,23,499"
New Delhi,2018,Maruti,Vitara Brezza ZDI PLUS,Manual,"28,572 km",Diesel,1st Owner,"₹7,81,499"
New Delhi,2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,,"7,510 km",Petrol,1st Owner,"₹10,15,999"
New Delhi,2018,Maruti,Vitara Brezza VDI,Manual,"38,325 km",Diesel,1st Owner,"₹7,40,799"
New Delhi,2015,Hyundai,Creta 1.6 SX (O) CRDI,,"58,003 km",Diesel,1st Owner,"₹8,03,599"
New Delhi,2016,Maruti,Vitara Brezza ZDI,Manual,"54,460 km",Diesel,1st Owner,"₹7,44,599"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"25,374 km",Diesel,1st Owner,"₹8,95,199"
New Delhi,2013,Toyota,Innova 2.5 GX 8 STR BS IV,Manual,"63,747 km",Diesel,1st Owner,"₹6,30,799"
New Delhi,2016,Ford,Ecosport 1.5AMBIENTE TI VCT,Manual,"74,781 km",Petrol,2nd Owner,"₹5,44,699"
New Delhi,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"72,762 km",Diesel,1st Owner,"₹7,72,799"
New Delhi,2017,Ford,Ecosport 1.5 TITANIUMTDCI OPT,Manual,"73,823 km",Diesel,1st Owner,"₹6,79,399"
New Delhi,2012,Toyota,Innova 2.5 VX 7 STR BS IV,Manual,"1,32,992 km",Diesel,1st Owner,"₹5,97,099"
New Delhi,2012,Renault,Duster 85 PS RXL,Manual,"84,325 km",Diesel,1st Owner,"₹3,60,099"
New Delhi,2015,Mahindra,TUV300 T6+,Manual,"90,145 km",Diesel,1st Owner,"₹4,73,299"
New Delhi,2016,Maruti,S Cross SIGMA 1.3,Manual,"95,837 km",Diesel,1st Owner,"₹5,71,499"
New Delhi,2016,Toyota,Innova Crysta 2.4 GX 7 STR,Manual,"1,02,854 km",Diesel,1st Owner,"₹12,40,399"
New Delhi,2018,Hyundai,Creta 1.4 E PLUS CRDI,Manual,"86,766 km",Diesel,1st Owner,"₹9,09,199"
New Delhi,2017,Toyota,Innova Crysta 2.8 GX AT 7 STR,Automatic,"1,04,502 km",Diesel,2nd Owner,"₹14,86,799"
New Delhi,2016,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"94,738 km",Diesel,1st Owner,"₹7,59,299"
New Delhi,2013,Renault,Duster 85 PS RXL OPT,Manual,"1,49,244 km",Diesel,1st Owner,"₹4,50,899"
New Delhi,2013,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"1,55,432 km",Diesel,1st Owner,"₹4,40,199"
New Delhi,2013,Maruti,Ertiga VDI ABS,Manual,"1,14,113 km",Diesel,1st Owner,"₹4,84,899"
New Delhi,2016,Maruti,Vitara Brezza ZDI,Manual,"1,13,257 km",Diesel,1st Owner,"₹8,01,999"
New Delhi,2012,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"1,69,590 km",Diesel,1st Owner,"₹6,41,299"
New Delhi,2015,Hyundai,Creta 1.6 SX CRDI,,"1,26,315 km",Diesel,1st Owner,"₹7,50,399"
New Delhi,2018,Maruti,Vitara Brezza VDI,Manual,"1,12,230 km",Diesel,1st Owner,"₹6,38,699"
New Delhi,2018,Maruti,S Cross ALPHA SHVS,Manual,"1,49,171 km",Diesel,1st Owner,"₹7,91,999"
New Delhi,2013,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,95,338 km",Diesel,1st Owner,"₹6,08,699"
New Delhi,2013,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,91,068 km",Diesel,1st Owner,"₹7,35,699"
New Delhi,2014,Toyota,Innova 2.5 VX 8 STR BS IV,Manual,"84,036 km",Diesel,1st Owner,"₹8,60,499"
New Delhi,2018,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"56,490 km",Petrol + CNG,1st Owner,"₹3,64,099"
New Delhi,2014,Ford,Ecosport 1.5 TREND TDCI,Manual,"1,01,919 km",Diesel,1st Owner,"₹4,07,399"
New Delhi,2018,Mahindra,Bolero Power+ ZLX,Manual,"1,56,550 km",Diesel,1st Owner,"₹6,64,699"
New Delhi,2016,Maruti,Ertiga VDI SHVS,Manual,"1,71,846 km",Diesel,1st Owner,"₹5,90,799"
New Delhi,2017,Mahindra,Kuv100 K4 D 6 STR,Manual,"12,099 km",Diesel,1st Owner,"₹3,80,699"
New Delhi,2012,Maruti,Ertiga VDI ABS,Manual,"27,242 km",Diesel,1st Owner,"₹4,37,299"
New Delhi,2020,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"13,733 km",Petrol + CNG,1st Owner,"₹5,02,299"
New Delhi,2018,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"62,858 km",Petrol + CNG,1st Owner,"₹3,59,399"
New Delhi,2018,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"55,443 km",Petrol + CNG,1st Owner,"₹3,68,999"
New Delhi,2019,Hyundai,VENUE SX(O) CRDi,,"25,835 km",Diesel,1st Owner,"₹10,13,699"
New Delhi,2019,Toyota,Innova Crysta 2.8 ZX AT 7 STR,Automatic,"10,599 km",Diesel,1st Owner,"₹20,87,499"
New Delhi,2017,Maruti,Vitara Brezza ZDI,Manual,"44,238 km",Diesel,1st Owner,"₹7,80,399"
New Delhi,2016,Maruti,Vitara Brezza VDI,Manual,"53,873 km",Diesel,1st Owner,"₹6,78,599"
New Delhi,2016,Maruti,Eeco 5 STR WITH AC PLUS HTR,Manual,"75,552 km",Petrol + CNG,1st Owner,"₹2,82,199"
New Delhi,2018,Hyundai,Creta 1.4 E PLUS CRDI,,"30,934 km",Diesel,1st Owner,"₹9,75,199"
New Delhi,2018,Hyundai,Creta 1.6 SX PLUS DIESEL,Manual,"48,639 km",Diesel,1st Owner,"₹10,52,599"
New Delhi,2017,Maruti,Vitara Brezza ZDI,Manual,"75,604 km",Diesel,1st Owner,"₹7,14,399"
New Delhi,2013,Maruti,Ertiga VDI ABS,Manual,"1,15,820 km",Diesel,1st Owner,"₹4,29,999"
New Delhi,2020,Hyundai,Creta SX PETROL MT,Manual,"10,671 km",Petrol,1st Owner,"₹14,99,499"
New Delhi,2013,Maruti,Ertiga VDI ABS,Manual,"51,981 km",Diesel,1st Owner,"₹4,75,499"
New Delhi,2017,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"30,471 km",Petrol,2nd Owner,"₹6,36,099"
New Delhi,2017,Maruti,Vitara Brezza VDI OPT,Manual,"34,539 km",Diesel,1st Owner,"₹6,70,399"
New Delhi,2014,Mahindra,Thar CRDE 4X4 BS IV,Manual,"46,489 km",Diesel,1st Owner,"₹6,07,499"
New Delhi,2020,Hyundai,VENUE S MT 1.2 KAPPA,Manual,"1,278 km",Petrol,1st Owner,"₹9,14,957"
New Delhi,2019,Maruti,Ertiga VXI SMART HYBRID,Manual,"20,173 km",Petrol,1st Owner,"₹8,16,799"
New Delhi,2014,Maruti,Ertiga VDI ABS,Manual,"63,420 km",Diesel,1st Owner,"₹5,08,799"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"24,974 km",Diesel,1st Owner,"₹8,23,499"
New Delhi,2018,Maruti,Vitara Brezza ZDI PLUS,Manual,"28,572 km",Diesel,1st Owner,"₹7,81,499"
New Delhi,2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,,"7,510 km",Petrol,1st Owner,"₹10,15,999"
New Delhi,2018,Maruti,Vitara Brezza VDI,Manual,"38,325 km",Diesel,1st Owner,"₹7,40,799"
New Delhi,2015,Hyundai,Creta 1.6 SX (O) CRDI,,"58,003 km",Diesel,1st Owner,"₹8,03,599"
New Delhi,2016,Maruti,Vitara Brezza ZDI,Manual,"54,460 km",Diesel,1st Owner,"₹7,44,599"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"25,374 km",Diesel,1st Owner,"₹8,95,199"
New Delhi,2013,Toyota,Innova 2.5 GX 8 STR BS IV,Manual,"63,747 km",Diesel,1st Owner,"₹6,30,799"
New Delhi,2014,Renault,Duster 85 PS RXL,Manual,"67,522 km",Diesel,2nd Owner,"₹4,10,199"
New Delhi,2018,Mahindra,Thar CRDE 4X4 BS IV,Manual,"51,456 km",Diesel,1st Owner,"₹7,69,299"
New Delhi,2016,Ford,Ecosport 1.5AMBIENTE TI VCT,Manual,"74,781 km",Petrol,2nd Owner,"₹5,44,699"
New Delhi,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"72,762 km",Diesel,1st Owner,"₹7,72,799"
New Delhi,2016,Maruti,S Cross ALPHA 1.6,Manual,"82,459 km",Diesel,1st Owner,"₹5,41,499"
New Delhi,2017,Maruti,Vitara Brezza ZDI,Manual,"14,657 km",Diesel,1st Owner,"₹9,95,918"
New Delhi,2016,Renault,Duster RXS 85 PS,Manual,"91,857 km",Diesel,2nd Owner,"₹5,16,099"
New Delhi,2016,Maruti,Vitara Brezza ZDI,Manual,"98,132 km",Diesel,1st Owner,"₹6,39,699"
New Delhi,2015,Hyundai,Creta 1.6 SX CRDI,,"80,247 km",Diesel,1st Owner,"₹7,35,299"
New Delhi,2017,Maruti,Vitara Brezza ZDI,Manual,"95,064 km",Diesel,1st Owner,"₹8,30,199"
New Delhi,2013,Maruti,Ertiga VDI ABS,Manual,"1,12,228 km",Diesel,1st Owner,"₹4,53,899"
New Delhi,2015,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"1,13,657 km",Diesel,1st Owner,"₹8,47,399"
New Delhi,2015,Hyundai,Creta 1.6 SX CRDI,,"1,17,182 km",Diesel,1st Owner,"₹7,81,999"
New Delhi,2015,Toyota,Innova 2.5 VX 7 STR BS IV,Manual,"1,11,562 km",Diesel,1st Owner,"₹7,88,399"
New Delhi,2015,Maruti,Ertiga VDI ABS,Manual,"1,23,016 km",Diesel,1st Owner,"₹5,91,399"
New Delhi,2014,Toyota,Innova 2.5 GX 7 STR BS IV,Manual,"1,90,850 km",Diesel,1st Owner,"₹6,26,599"
New Delhi,2017,Maruti,Eeco 5 STR CNG WITH AC PLUSHTR,Manual,"56,230 km",Petrol + CNG,1st Owner,"₹3,04,399"
New Delhi,2018,Toyota,Innova Crysta 2.4 VX 7 STR,Manual,"20,795 km",Diesel,2nd Owner,"₹15,49,099"
New Delhi,2018,Ford,Ecosport 1.5 TDCI TITANIUM PLUS,Manual,"40,788 km",Diesel,1st Owner,"₹7,91,499"
New Delhi,2013,Toyota,Innova 2.5 VX 7 STR BS IV,Manual,"78,866 km",Diesel,1st Owner,"₹6,21,199"
New Delhi,2014,Toyota,Innova 2.5 VX 7 STR BS IV,Manual,"1,01,927 km",Diesel,1st Owner,"₹7,05,899"
New Delhi,2019,Maruti,Ertiga ZXI SMART HYBRID,Manual,353 km,Petrol,1st Owner,"₹9,26,299"
New Delhi,2016,Ford,Ecosport 1.5 TITANIUM TI VCT,Manual,"33,936 km",Petrol + CNG,2nd Owner,"₹5,95,299"
New Delhi,2014,Maruti,Ertiga VDI ABS,Manual,"53,854 km",Diesel,1st Owner,"₹4,72,699"
New Delhi,2015,Maruti,Ertiga ZDI,Manual,"57,933 km",Diesel,2nd Owner,"₹5,47,799"
New Delhi,2019,Hyundai,Creta 1.6 E + VTVT,Manual,"12,883 km",Petrol,1st Owner,"₹9,16,899"
New Delhi,2020,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"12,972 km",Diesel,1st Owner,"₹9,53,799"
New Delhi,2018,Hyundai,Creta 1.6 E + VTVT,Manual,"17,090 km",Petrol,2nd Owner,"₹7,77,499"
New Delhi,2017,Maruti,Vitara Brezza VDI OPT,Manual,"42,723 km",Diesel,1st Owner,"₹7,46,299"
New Delhi,2018,Maruti,Vitara Brezza ZDI + AMT,Automatic,"15,077 km",Diesel,1st Owner,"₹9,51,999"
New Delhi,2015,Hyundai,Creta 1.4 S CRDI,,"61,207 km",Diesel,2nd Owner,"₹6,38,999"
New Delhi,2014,Ford,Ecosport 1.5 TREND TDCI,Manual,"87,448 km",Diesel,2nd Owner,"₹3,94,299"
New Delhi,2019,Maruti,Vitara Brezza VDI,Manual,"37,057 km",Diesel,1st Owner,"₹7,40,199"
New Delhi,2017,Honda,WR-V 1.5 i-DTEC S MT,Manual,"79,597 km",Diesel,1st Owner,"₹5,61,099"
New Delhi,2016,Mahindra,NUVOSPORT N6 mHAWK,Manual,"1,00,131 km",Diesel,1st Owner,"₹4,16,799"
New Delhi,2018,Hyundai,Creta 1.6 SX AT CRDI,,"44,510 km",Diesel,1st Owner,"₹11,93,799"
New Delhi,2018,Maruti,S Cross ZETA 1.3 SHVS,,"57,069 km",Diesel,1st Owner,"₹7,02,899"
New Delhi,2014,Mahindra,Scorpio VLX 2WD AIRBAG BS IV,Manual,"80,176 km",Diesel,1st Owner,"₹6,18,699"
New Delhi,2017,Hyundai,Creta 1.6 CRDI SX PLUS AUTO,Automatic,"54,815 km",Diesel,1st Owner,"₹11,25,599"
New Delhi,2018,Maruti,Eeco 7 STR,Manual,"44,983 km",Petrol + CNG,1st Owner,"₹3,01,799"
New Delhi,2017,Maruti,Vitara Brezza VDI OPT,Manual,"87,627 km",Diesel,1st Owner,"₹6,20,999"
New Delhi,2014,Mahindra,Scorpio S10,Manual,"55,264 km",Diesel,1st Owner,"₹9,20,199"
New Delhi,2013,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"48,631 km",Petrol + CNG,1st Owner,"₹2,05,999"
New Delhi,2016,Maruti,Ertiga VXI CNG,Manual,"75,381 km",Petrol + CNG,1st Owner,"₹5,96,799"
New Delhi,2015,Mahindra,XUV500 W10 FWD,Manual,"59,500 km",Diesel,1st Owner,"₹8,95,000"
New Delhi,2013,Ssangyong,Rexton RX7,Manual,"1,15,610 km",Diesel,1st Owner,"₹6,50,000"
New Delhi,2015,Landrover,Range Rover Evoque 2.2 DYNAMIC 5 DOOR,Automatic,"18,370 km",Diesel,1st Owner,"₹39,50,000"
New Delhi,2016,Honda,CRV 2.0 2WD AT,Automatic,"1,17,885 km",Petrol,2nd Owner,"₹12,50,000"
New Delhi,2017,Mahindra,XUV500 W10 FWD,Manual,"1,27,917 km",Diesel,2nd Owner,"₹8,30,000"
New Delhi,2014,Mercedes,Benz Ml Class 250 CDI,Manual,"96,351 km",Diesel,2nd Owner,"₹21,00,000"
New Delhi,2015,Audi,Q3 35 TDI Quattro,Automatic,"13,265 km",Diesel,1st Owner,"₹23,50,000"
New Delhi,2014,Mahindra,XUV500 W8 FWD,Manual,"70,457 km",Diesel,1st Owner,"₹5,52,181"
New Delhi,2017,Toyota,Fortuner 3.0 AT 4X2,Automatic,"43,223 km",Diesel,1st Owner,"₹28,00,000"
New Delhi,2018,Landrover,Range Rover Evoque 2.0 L TD4 HSE,,"37,482 km",Diesel,1st Owner,"₹41,00,000"
New Delhi,2015,Mahindra,XUV500 W10 FWD,,"73,529 km",Diesel,2nd Owner,"₹8,35,000"
New Delhi,2015,Toyota,Fortuner 3.0 MT 4X2,Manual,"59,611 km",Diesel,2nd Owner,"₹16,00,000"
New Delhi,2012,Landrover,Freelander 2 SD4 HSE,Automatic,"62,287 km",Diesel,2nd Owner,"₹11,50,000"
New Delhi,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,47,459 km",Diesel,1st Owner,"₹11,60,000"
New Delhi,2013,BMW,X1 SDRIVE 20D,Automatic,"94,077 km",Diesel,2nd Owner,"₹7,00,000"
New Delhi,2013,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,72,968 km",Diesel,2nd Owner,"₹11,80,000"
New Delhi,2018,Toyota,Fortuner 2.8 4x2 AT,Automatic,"36,813 km",Diesel,1st Owner,"₹31,02,499"
New Delhi,2017,Mahindra,XUV500 W10 FWD,Manual,"41,221 km",Diesel,1st Owner,"₹11,42,699"
New Delhi,2018,Mahindra,XUV500 W5,,"58,590 km",Diesel,1st Owner,"₹9,48,899"
New Delhi,2015,Mahindra,XUV500 W10,Manual,"82,882 km",Diesel,1st Owner,"₹9,70,999"
New Delhi,2015,Mahindra,XUV500 W8 FWD,Manual,"84,778 km",Diesel,2nd Owner,"₹7,08,499"
New Delhi,2014,Mercedes,Benz Ml Class 250 CDI,Manual,"61,098 km",Diesel,3rd Owner,"₹20,78,399"
New Delhi,2014,Audi,Q3 2.0 TDI QUATTRO MT,,"66,027 km",Diesel,1st Owner,"₹11,68,599"
New Delhi,2012,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,54,591 km",Diesel,2nd Owner,"₹13,58,999"
New Delhi,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"1,94,439 km",Diesel,1st Owner,"₹11,46,399"
New Delhi,2014,Mahindra,XUV500 W6 4X2,Manual,"70,172 km",Diesel,1st Owner,"₹4,87,199"
New Delhi,2016,BMW,X1 SDRIVE 20D,Automatic,"25,485 km",Diesel,2nd Owner,"₹17,64,999"
New Delhi,2013,Mahindra,XUV500 W6 4X2,Manual,"72,026 km",Diesel,1st Owner,"₹6,04,299"
New Delhi,2013,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,32,477 km",Diesel,2nd Owner,"₹10,74,899"
New Delhi,2015,Mahindra,XUV500 W10,Manual,"1,47,798 km",Diesel,1st Owner,"₹8,73,699"
New Delhi,2018,Hyundai,Tucson New 2WD AT GL DIESEL,Automatic,"58,368 km",Diesel,1st Owner,"₹17,54,099"
New Delhi,2015,Audi,Q3 30 TDI Premium,Manual,"69,074 km",Diesel,1st Owner,"₹14,96,499"
New Delhi,2013,Hyundai,Santa Fe 4WD AT,Automatic,"95,114 km",Diesel,2nd Owner,"₹6,44,099"
New Delhi,2013,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,32,278 km",Diesel,2nd Owner,"₹13,73,399"
New Delhi,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"2,05,697 km",Diesel,1st Owner,"₹11,93,499"
New Delhi,2010,Ford,Endeavour 2.5L 4X2,Manual,"1,15,143 km",Diesel,4th Owner,"₹3,56,099"
New Delhi,2012,Mitsubishi,Pajero Sport 2.5 MT 4X4,Automatic,"1,40,976 km",Diesel,1st Owner,"₹6,84,299"
New Delhi,2016,Mahindra,XUV500 W6 AT,Automatic,"48,126 km",Diesel,1st Owner,"₹9,40,499"
New Delhi,2018,Mahindra,XUV500 W9,Manual,"45,825 km",Diesel,2nd Owner,"₹14,01,699"
New Delhi,2017,Mahindra,XUV500 W10 FWD,,"93,769 km",Diesel,1st Owner,"₹11,26,799"
New Delhi,2012,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,76,354 km",Diesel,1st Owner,"₹11,70,599"
New Delhi,2012,Mahindra,XUV500 W8 FWD,Manual,"1,21,387 km",Diesel,1st Owner,"₹4,09,699"
New Delhi,2014,Landrover,Freelander 2 TD4 SE,Automatic,"92,062 km",Diesel,3rd Owner,"₹12,58,999"
New Delhi,2017,Jeep,Compass 2.0 LONGITUDE,Manual,"56,955 km",Diesel,1st Owner,"₹10,93,899"
New Delhi,2012,Mahindra,XUV500 W8 FWD,Manual,"95,203 km",Diesel,2nd Owner,"₹3,74,999"
New Delhi,2016,Mahindra,XUV500 W6 AT,Automatic,"48,126 km",Diesel,1st Owner,"₹9,40,499"
New Delhi,2018,Mahindra,XUV500 W9,Manual,"45,825 km",Diesel,2nd Owner,"₹14,01,699"
New Delhi,2017,Mahindra,XUV500 W10 FWD,,"93,769 km",Diesel,1st Owner,"₹11,26,799"
New Delhi,2015,Mahindra,XUV500 W10,Manual,"1,14,350 km",Diesel,2nd Owner,"₹7,89,599"
New Delhi,2014,Mahindra,XUV500 W6 4X2,Manual,"1,46,656 km",Diesel,3rd Owner,"₹5,19,699"
New Delhi,2015,Mahindra,XUV500 W10,Manual,"1,13,208 km",Diesel,1st Owner,"₹9,39,799"
New Delhi,2014,Mahindra,XUV500 W8 FWD,Manual,"91,227 km",Diesel,1st Owner,"₹7,49,499"
New Delhi,2014,ISUZU,MU-7 High 4x2 MT,Manual,"92,819 km",Diesel,2nd Owner,"₹7,20,699"
New Delhi,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"76,953 km",Diesel,1st Owner,"₹13,56,299"
New Delhi,2014,Mahindra,XUV500 W6 4X2,Manual,"1,66,731 km",Diesel,1st Owner,"₹5,00,799"
New Delhi,2013,Audi,Q3 2.0 TDI QUATTRO,Automatic,"1,14,155 km",Diesel,2nd Owner,"₹11,27,899"
New Delhi,2013,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,35,448 km",Diesel,2nd Owner,"₹11,42,699"
New Delhi,2012,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,85,598 km",Diesel,1st Owner,"₹11,61,599"
New Delhi,2014,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,11,327 km",Diesel,2nd Owner,"₹14,78,099"
New Delhi,2012,Toyota,Fortuner 3.0 MT 4X2,Manual,"1,45,197 km",Diesel,1st Owner,"₹11,61,999"
New Delhi,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"96,301 km",Diesel,2nd Owner,"₹11,42,299"
New Delhi,2015,Audi,Q3 35 TDI Quattro,Automatic,"83,813 km",Diesel,2nd Owner,"₹15,06,599"
New Delhi,2011,Honda,CRV 2.4 AT,Automatic,"71,014 km",Petrol,2nd Owner,"₹5,96,599"
New Delhi,2014,Mahindra,XUV500 W8 FWD,Manual,"89,151 km",Diesel,1st Owner,"₹5,70,599"
New Delhi,2012,Audi,Q3 2.0 TDI QUATTRO,Automatic,"80,021 km",Diesel,2nd Owner,"₹9,23,299"
New Delhi,2017,Hyundai,Tucson New 2WD AT GL PETROL,Automatic,"49,755 km",Petrol,1st Owner,"₹12,86,499"
New Delhi,2012,Toyota,Fortuner 3.0 MT 4X4,Manual,"66,958 km",Diesel,1st Owner,"₹10,73,899"
New Delhi,2014,BMW,X1 SDRIVE 20D X LINE,Automatic,"76,838 km",Diesel,2nd Owner,"₹11,36,000"
New Delhi,2016,Mahindra,XUV500 W10 FWD,Manual,"1,05,473 km",Diesel,1st Owner,"₹10,48,999"
New Delhi,2015,Toyota,Fortuner 3.0 AT 4X2,Automatic,"1,15,431 km",Diesel,1st Owner,"₹16,25,899"
New Delhi,2015,Mahindra,XUV500 W10,Manual,"92,400 km",Diesel,2nd Owner,"₹8,97,099"
New Delhi,2017,Mahindra,XUV500 W6 4X2,Manual,"1,93,599 km",Diesel,1st Owner,"₹7,71,299"
New Delhi,2014,Mahindra,XUV500 W8 FWD,Manual,"64,950 km",Diesel,2nd Owner,"₹5,62,199"
New Delhi,2015,Toyota,Fortuner 3.0 MT 4X4,Manual,"59,372 km",Diesel,1st Owner,"₹13,97,299"
New Delhi,2010,Maruti,Swift Dzire LXI 1.2 BS IV,Manual,"50,475 km",Petrol,1st Owner,"₹2,49,000"
New Delhi,2015,Maruti,Swift Dzire LDI BS IV,Manual,"52,442 km",Diesel,2nd Owner,"₹3,85,000"
New Delhi,2012,Honda,City V MT PETROL,Manual,"65,352 km",Petrol,1st Owner,"₹3,85,000"
New Delhi,2009,Maruti,Swift Dzire VXI,Manual,"44,248 km",Petrol,1st Owner,"₹2,07,000"
New Delhi,2009,Honda,Civic 1.8V MT,Manual,"48,546 km",Petrol,1st Owner,"₹2,30,000"
New Delhi,2019,Maruti,Ciaz ALPHA 1.5 AT VTVT SHVS,,"15,299 km",Petrol,1st Owner,"₹9,73,772"
New Delhi,2015,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"56,930 km",Petrol,1st Owner,"₹4,30,000"
New Delhi,2012,Maruti,Swift Dzire VXI 1.2 BS IV,Manual,"75,516 km",Petrol,2nd Owner,"₹3,10,000"
New Delhi,2017,Honda,City VX CVT PETROL,Automatic,"43,325 km",Petrol,2nd Owner,"₹8,50,000"
